,High,Low
,,
9.99200000000000e-015,4.13333528804827,
0.18333333000000,4.13794866583414,
0.41666667000000,4.13560527608860,
0.65000000000000,4.13089544682904,
0.90000000000000,4.13827517105630,
1.13333333000000,4.13466394223497,
1.36666667000000,4.14016220373021,
1.60000000000000,4.13180886777550,
1.83333333000000,4.13665742725512,
2.08333333000000,4.13534976380821,
2.31666667000000,4.13669267138969,
2.55000000000000,4.13650994007585,
2.78333333000000,4.12971991144450,
3.03333333000000,4.13665073201031,
3.26666667000000,4.14138678899877,
3.50000000000000,4.13326356628030,
3.73333333000000,4.13391304796500,
3.96666667000000,4.13400186907722,
4.20000000000000,4.12636079790161,
4.43333333000000,4.12856447190593,
4.68333333000000,4.13272196673998,
4.91666667000000,4.13164063814367,
5.15000000000000,4.12985819638753,
5.38333333000000,4.12783493308802,
5.61666667000000,4.12438672936947,
5.85000000000000,4.12755622307599,
6.10000000000000,4.18531142961358,
6.33333333000000,4.30748875313285,
6.56666667000000,4.31622507472054,
6.80000000000000,4.32186000237414,
7.05000000000000,4.31972095562215,
7.28333333000000,4.31459453090622,
7.51666667000000,4.30898048911630,
7.75000000000000,4.31235674397117,
8.00000000000000,4.31501294906284,
8.23333333000000,4.31477141406287,
8.46666667000000,4.31045174625503,
8.70000000000000,4.31601630135364,
8.95000000000000,4.31100830655369,
9.18333333000000,4.31353473439235,
9.41666667000000,4.31112375550223,
9.65000000000000,4.31517033900136,
9.90000000000000,4.31448947508931,
10.13333330000000,4.31353799577360,
10.36666670000000,4.31659249767714,
10.60000000000000,4.31404802542102,
10.83333330000000,4.31642555275244,
11.06666670000000,4.31614880503106,
,,
,,
0.30000000000000,,4.13715592444986
0.53333333000000,,4.13081427825510
0.76666667000000,,4.13738504762130
1.01666667000000,,4.13493119635284
1.25000000000000,,4.13221063424349
1.48333333000000,,4.13394442121977
1.71666667000000,,4.14243505488809
1.96666667000000,,4.13380857956135
2.20000000000000,,4.13166509711288
2.43333333000000,,4.12882915279972
2.66666667000000,,4.13573303094912
2.90000000000000,,4.13045985264932
3.15000000000000,,4.13646362456250
3.38333333000000,,4.13354974625582
3.61666667000000,,4.13850546052469
3.85000000000000,,4.13121421909485
4.08333333000000,,4.13231322880705
4.31666667000000,,4.12862165117122
4.55000000000000,,4.13271619848204
4.80000000000000,,4.13643951304557
5.03333333000000,,4.13263992843186
5.26666667000000,,4.12816455560343
5.50000000000000,,4.12419217529990
5.73333333000000,,4.12371169005823
5.98333333000000,,4.12228225622403
6.21666667000000,,4.28072910760772
6.45000000000000,,4.31945202140114
6.68333333000000,,4.32587521356960
6.93333333000000,,4.32607889970736
7.16666667000000,,4.32635911788614
7.40000000000000,,4.32252708143069
7.63333333000000,,4.31725873367788
7.88333333000000,,4.32014790204239
8.11666667000000,,4.31609237925029
8.35000000000000,,4.31475608562642
8.58333333000000,,4.31996270427894
8.83333333000000,,4.31608957492317
9.06666667000000,,4.31497697895226
9.30000000000000,,4.31738398908774
9.53333333000000,,4.32166943151669
9.78333333000000,,4.31861499414206
10.00000000000000,,4.31434111166142
10.25000000000000,,4.32247700363356
10.48333330000000,,4.32678533779247
10.71666670000000,,4.32175652266481
10.95000000000000,,4.32394439186156
11.18333330000000,,4.32685106206794
-210.68333000000000,,
