,Low,High
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
0.10000000000000,29.54181818181820,
0.33333333000000,29.35018050541520,
0.56666667000000,29.62172284644190,
0.78333333000000,29.13090909090910,
1.01666667000000,29.50175438596490,
1.23333333000000,28.39560439560440,
1.46666667000000,28.68045112781960,
1.70000000000000,28.15942028985510,
1.93333333000000,28.45522388059700,
2.15000000000000,29.26086956521740,
2.38333333000000,28.21189591078070,
2.60000000000000,28.63345195729540,
2.83333333000000,27.61702127659570,
3.06666667000000,28.53308823529410,
3.28333333000000,26.81138790035590,
3.51666667000000,27.42238267148010,
3.73333333000000,28.77941176470590,
3.96666667000000,99.74475524475520,
4.18333333000000,100.39860139860100,
4.41666667000000,101.49300699300700,
4.63333333000000,101.50699300699300,
4.86666667000000,101.30742049470000,
5.10000000000000,101.45229681978800,
5.33333333000000,101.65263157894700,
5.55000000000000,101.73076923076900,
5.78333333000000,100.06993006993000,
6.00000000000000,101.09756097561000,
6.23333333000000,101.27719298245600,
6.45000000000000,99.76223776223780,
6.68333333000000,105.91134751773000,
6.91666667000000,104.68881118881100,
7.13333333000000,100.49300699300700,
7.36666667000000,102.68070175438600,
7.60000000000000,99.44642857142860,
7.81666667000000,96.28321678321680,
8.05000000000000,97.19642857142860,
8.28333333000000,99.23591549295770,
8.50000000000000,95.97192982456140,
8.73333333000000,101.90000000000000,
8.95000000000000,99.93501805054150,
9.18333333000000,96.45454545454550,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
0.00000000000000,,46.04984423676010
0.21666667000000,,43.95611285266460
0.45000000000000,,45.14057507987220
0.68333333000000,,44.76114649681530
0.90000000000000,,45.51702786377710
1.13333333000000,,44.21981424148610
1.35000000000000,,43.34493670886080
1.58333333000000,,43.19076923076920
1.81666667000000,,43.40317460317460
2.03333333000000,,43.51083591331270
2.26666667000000,,43.88141025641030
2.50000000000000,,43.06624605678230
2.71666667000000,,43.92615384615380
2.95000000000000,,44.10559006211180
3.16666667000000,,41.70278637770900
3.40000000000000,,41.17337461300310
3.61666667000000,,42.70607028753990
3.85000000000000,,119.96594427244600
4.08333333000000,,147.92283950617300
4.30000000000000,,145.06790123456800
4.53333333000000,,150.14814814814800
4.75000000000000,,147.98452012383900
4.98333333000000,,146.08000000000000
5.21666667000000,,152.73846153846200
5.45000000000000,,148.78260869565200
5.66666667000000,,148.41230769230800
5.90000000000000,,152.46583850931700
6.11666667000000,,153.90461538461500
6.35000000000000,,148.81230769230800
6.56666667000000,,149.12000000000000
6.80000000000000,,152.44753086419800
7.03333333000000,,151.17283950617300
7.25000000000000,,153.15123456790100
7.48333333000000,,146.52923076923100
7.70000000000000,,147.30555555555600
7.93333333000000,,143.80555555555600
8.16666667000000,,142.70679012345700
8.38333333000000,,148.47962382445100
8.61666667000000,,144.95046439628500
8.85000000000000,,146.51543209876500
9.06666667000000,,146.62616822429900
9.30000000000000,,144.59501557632400
